model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,displ_level,cyl_level,air_pollution_score_level,city_mpg_level,hwy_mpg_level,cmb_mpg_level,greenhouse_gas_score_level
MINI JCW Countryman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,3,23,30,26,5,No,medium,medium,medium,mod_high,mod_high,mod_high,mod_high
MINI John Cooper Works Clubman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,3,23,31,26,5,No,medium,medium,medium,mod_high,mod_high,mod_high,mod_high
MINI John Cooper Works Convertible,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,25,33,28,6,No,medium,medium,high,high,high,high,mod_high
MINI John Cooper Works Hardtop,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,26,34,29,6,No,medium,medium,high,high,high,high,mod_high
MITSUBISHI Eclipse Cross,1.5,4.0,SCV-8,2WD,Gasoline,small SUV,5,25,28,26,5,No,low,medium,mod_high,high,mod_high,mod_high,mod_high
MITSUBISHI Eclipse Cross,1.5,4.0,SCV-8,4WD,Gasoline,small SUV,5,25,26,25,5,No,low,medium,mod_high,high,medium,mod_high,mod_high
MITSUBISHI Eclipse Cross ES,1.5,4.0,SCV-8,2WD,Gasoline,small SUV,5,26,29,27,6,No,low,medium,mod_high,high,mod_high,mod_high,mod_high
MITSUBISHI Eclipse Cross ES,1.5,4.0,SCV-8,4WD,Gasoline,small SUV,5,25,28,26,5,No,low,medium,mod_high,high,mod_high,mod_high,mod_high
MITSUBISHI Mirage,1.2,3.0,CVT,2WD,Gasoline,small car,5,36,43,39,9,Yes,low,low,mod_high,high,high,high,high
MITSUBISHI Mirage,1.2,3.0,Man-5,2WD,Gasoline,small car,5,33,41,36,8,Yes,low,low,mod_high,high,high,high,high
MITSUBISHI Mirage G4,1.2,3.0,CVT,2WD,Gasoline,small car,5,35,41,37,8,Yes,low,low,mod_high,high,high,high,high
MITSUBISHI Mirage G4,1.2,3.0,Man-5,2WD,Gasoline,small car,5,33,40,35,8,Yes,low,low,mod_high,high,high,high,high
MITSUBISHI Outlander,2.4,4.0,SCV-6,2WD,Gasoline,small SUV,5,25,30,27,6,No,medium,medium,mod_high,high,mod_high,mod_high,mod_high
MITSUBISHI Outlander,2.4,4.0,SCV-6,4WD,Gasoline,small SUV,5,24,29,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Outlander,3.0,6.0,SemiAuto-6,4WD,Gasoline,small SUV,5,20,27,22,4,No,mod_high,mod_high,mod_high,mod_high,mod_high,medium,medium
MITSUBISHI Outlander Sport,2.0,4.0,SCV-6,2WD,Gasoline,small SUV,5,24,30,27,6,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Outlander Sport,2.0,4.0,SCV-6,4WD,Gasoline,small SUV,5,23,29,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Outlander Sport,2.4,4.0,SCV-6,2WD,Gasoline,small SUV,5,23,29,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Outlander Sport,2.4,4.0,SCV-6,4WD,Gasoline,small SUV,5,23,28,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
McLAREN 570S Coupe,3.8,8.0,AMS-7,2WD,Gasoline,small car,3,15,22,18,3,No,high,high,medium,low,low,low,medium
McLAREN 570S Spider,3.8,8.0,AMS-7,2WD,Gasoline,small car,3,15,22,18,3,No,high,high,medium,low,low,low,medium
McLAREN 600LT Spider,3.8,8.0,AMS-7,2WD,Gasoline,small car,3,15,22,18,3,No,high,high,medium,low,low,low,medium
McLAREN 620R Coupe,3.8,8.0,AMS-7,2WD,Gasoline,small car,3,15,22,18,3,No,high,high,medium,low,low,low,medium
McLAREN 720S Coupe,4.0,8.0,AMS-7,2WD,Gasoline,small car,3,15,22,18,3,No,high,high,medium,low,low,low,medium
McLAREN 720S Spider,4.0,8.0,AMS-7,2WD,Gasoline,small car,3,15,22,18,3,No,high,high,medium,low,low,low,medium
McLAREN GT,4.0,8.0,AMS-7,2WD,Gasoline,small car,6,15,22,18,3,No,high,high,mod_high,low,low,low,medium
McLAREN Speedtail,4.0,8.0,AMS-7,2WD,Gasoline,small car,3,12,20,15,2,No,high,high,medium,low,low,low,low
NISSAN 370Z,3.7,6.0,Man-6,2WD,Gasoline,small car,3,17,26,20,4,No,high,mod_high,medium,medium,medium,medium,medium
NISSAN 370Z,3.7,6.0,SemiAuto-7,2WD,Gasoline,small car,3,19,26,22,4,No,high,mod_high,medium,medium,medium,medium,medium
NISSAN 370Z Roadster,3.7,6.0,SemiAuto-7,2WD,Gasoline,small car,3,18,25,21,4,No,high,mod_high,medium,medium,medium,medium,medium
NISSAN Altima,2.5,4.0,CVT,2WD,Gasoline,midsize car,7,28,39,32,7,Yes,medium,medium,high,high,high,high,high
NISSAN Altima,2.5,4.0,CVT,4WD,Gasoline,midsize car,7,26,36,30,7,Yes,medium,medium,high,high,high,high,high
NISSAN Altima SR/Platinum,2.0,4.0,CVT,2WD,Gasoline,midsize car,5,25,34,29,6,No,medium,medium,mod_high,high,high,high,mod_high
NISSAN Altima SR/Platinum,2.5,4.0,CVT,2WD,Gasoline,midsize car,7,27,37,31,7,Yes,medium,medium,high,high,high,high,high
NISSAN Altima SR/Platinum,2.5,4.0,CVT,4WD,Gasoline,midsize car,7,25,35,29,6,No,medium,medium,high,high,high,high,mod_high
NISSAN Armada,5.6,8.0,SemiAuto-7,2WD,Gasoline,standard SUV,3,14,19,16,2,No,high,high,medium,low,low,low,low
NISSAN Armada,5.6,8.0,SemiAuto-7,4WD,Gasoline,standard SUV,3,13,18,15,2,No,high,high,medium,low,low,low,low
NISSAN Frontier,3.8,6.0,SemiAuto-9,2WD,Gasoline,pickup,5,18,24,20,4,No,high,mod_high,mod_high,medium,medium,medium,medium
NISSAN Frontier,3.8,6.0,SemiAuto-9,4WD,Gasoline,pickup,5,17,23,19,3,No,high,mod_high,mod_high,medium,medium,medium,medium
NISSAN GT-R,3.8,6.0,AMS-6,4WD,Gasoline,small car,3,16,22,18,3,No,high,mod_high,medium,low,low,low,medium
NISSAN Kicks,1.6,4.0,CVT,2WD,Gasoline,midsize car,7,31,36,33,7,Yes,low,medium,high,high,high,high,high
NISSAN Maxima,3.5,6.0,SCV-7,2WD,Gasoline,midsize car,3,20,30,24,5,No,mod_high,mod_high,medium,mod_high,mod_high,mod_high,mod_high
NISSAN Murano,3.5,6.0,SCV-7,2WD,Gasoline,station wagon,5,20,28,23,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
NISSAN Murano,3.5,6.0,SCV-7,4WD,Gasoline,station wagon,5,20,28,23,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
NISSAN NV200,2.0,4.0,CVT,2WD,Gasoline,special purpose,3,24,26,25,5,No,medium,medium,medium,mod_high,medium,mod_high,mod_high
NISSAN Pathfinder,3.5,6.0,CVT,2WD,Gasoline,small SUV,5,20,27,23,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
NISSAN Pathfinder,3.5,6.0,CVT,4WD,Gasoline,small SUV,5,20,27,22,4,No,mod_high,mod_high,mod_high,mod_high,mod_high,medium,medium
NISSAN Pathfinder 4WD Platinum,3.5,6.0,CVT,4WD,Gasoline,small SUV,3,19,26,21,4,No,mod_high,mod_high,medium,medium,medium,medium,medium
NISSAN Rogue,2.5,4.0,CVT,2WD,Gasoline,small SUV,7,26,33,29,6,No,medium,medium,high,high,high,high,mod_high
NISSAN Rogue,2.5,4.0,CVT,4WD,Gasoline,small SUV,7,25,32,27,6,No,medium,medium,high,high,mod_high,mod_high,mod_high
NISSAN Rogue Sport,2.0,4.0,SCV-8,2WD,Gasoline,station wagon,5,25,32,28,6,No,medium,medium,mod_high,high,mod_high,high,mod_high
NISSAN Rogue Sport,2.0,4.0,SCV-8,4WD,Gasoline,station wagon,5,24,30,27,6,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
NISSAN Sentra,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,29,39,33,7,Yes,medium,medium,high,high,high,high,high
NISSAN Sentra SR,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,28,37,32,7,Yes,medium,medium,high,high,high,high,high
NISSAN Titan,5.6,8.0,SemiAuto-9,2WD,Gasoline,pickup,5,16,22,18,3,No,high,high,mod_high,low,low,low,medium
NISSAN Titan,5.6,8.0,SemiAuto-9,4WD,Gasoline,pickup,5,15,21,18,3,No,high,high,mod_high,low,low,low,medium
NISSAN Titan Pro-4X,5.6,8.0,SemiAuto-9,4WD,Gasoline,pickup,5,15,21,17,3,No,high,high,mod_high,low,low,low,medium
NISSAN Versa,1.6,4.0,CVT,2WD,Gasoline,small car,7,32,40,35,8,Yes,low,medium,high,high,high,high,high
NISSAN Versa,1.6,4.0,Man-5,2WD,Gasoline,small car,7,27,35,30,7,Yes,low,medium,high,high,high,high,high
PORSCHE 718 Cayman GT4,4.0,6.0,Man-6,2WD,Gasoline,small car,3,16,23,19,3,No,high,mod_high,medium,low,medium,medium,medium
PORSCHE 718 Spyder,4.0,6.0,Man-6,2WD,Gasoline,small car,3,16,23,19,3,No,high,mod_high,medium,low,medium,medium,medium
PORSCHE 911 Carrera,3.0,6.0,AMS-8,2WD,Gasoline,small car,5,18,24,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
PORSCHE 911 Carrera 4,3.0,6.0,AMS-8,4WD,Gasoline,small car,5,18,24,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
PORSCHE 911 Carrera 4 Cabriolet,3.0,6.0,AMS-8,4WD,Gasoline,small car,5,18,24,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
PORSCHE 911 Carrera 4S,3.0,6.0,AMS-8,4WD,Gasoline,small car,5,18,23,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
PORSCHE 911 Carrera 4S,3.0,6.0,Man-7,4WD,Gasoline,small car,5,17,24,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,AMS-8,4WD,Gasoline,small car,5,18,23,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,Man-7,4WD,Gasoline,small car,5,17,24,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
PORSCHE 911 Carrera Cabriolet,3.0,6.0,AMS-8,2WD,Gasoline,small car,5,17,24,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
PORSCHE 911 Carrera S,3.0,6.0,AMS-8,2WD,Gasoline,small car,5,18,24,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
PORSCHE 911 Carrera S,3.0,6.0,Man-7,2WD,Gasoline,small car,5,17,25,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
PORSCHE 911 Carrera S Cabriolet,3.0,6.0,AMS-8,2WD,Gasoline,small car,5,18,23,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
PORSCHE 911 Carrera S Cabriolet,3.0,6.0,Man-7,2WD,Gasoline,small car,5,17,25,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
PORSCHE Boxster,2.0,4.0,AMS-7,2WD,Gasoline,small car,1,21,27,24,5,No,medium,medium,low,mod_high,mod_high,mod_high,mod_high
PORSCHE Boxster,2.0,4.0,Man-6,2WD,Gasoline,small car,1,20,26,22,4,No,medium,medium,low,mod_high,medium,medium,medium
PORSCHE Boxster S,2.5,4.0,AMS-7,2WD,Gasoline,small car,1,19,25,22,4,No,medium,medium,low,medium,medium,medium,medium
PORSCHE Boxster S,2.5,4.0,Man-6,2WD,Gasoline,small car,1,19,24,21,4,No,medium,medium,low,medium,medium,medium,medium
PORSCHE Boxster T,2.0,4.0,AMS-7,2WD,Gasoline,small car,1,21,27,23,5,No,medium,medium,low,mod_high,mod_high,mod_high,mod_high
PORSCHE Boxster T,2.0,4.0,Man-6,2WD,Gasoline,small car,1,20,26,22,4,No,medium,medium,low,mod_high,medium,medium,medium
PORSCHE Cayenne,3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,19,23,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
PORSCHE Cayenne S,2.9,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,18,22,19,3,No,medium,mod_high,mod_high,medium,low,medium,medium
PORSCHE Cayenne S,2.9,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,18,22,20,4,No,medium,mod_high,mod_high,medium,low,medium,medium
PORSCHE Cayenne Turbo,4.0,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,15,19,17,3,No,high,high,medium,low,low,low,medium
PORSCHE Cayman,2.0,4.0,AMS-7,2WD,Gasoline,small car,1,21,27,24,5,No,medium,medium,low,mod_high,mod_high,mod_high,mod_high
PORSCHE Cayman,2.0,4.0,Man-6,2WD,Gasoline,small car,1,20,26,22,4,No,medium,medium,low,mod_high,medium,medium,medium
PORSCHE Cayman S,2.5,4.0,AMS-7,2WD,Gasoline,small car,1,19,25,22,4,No,medium,medium,low,medium,medium,medium,medium
PORSCHE Cayman S,2.5,4.0,Man-6,2WD,Gasoline,small car,1,19,24,21,4,No,medium,medium,low,medium,medium,medium,medium
PORSCHE Macan,2.0,4.0,AMS-7,4WD,Gasoline,small SUV,5,19,23,21,4,No,medium,medium,mod_high,medium,medium,medium,medium
PORSCHE Macan GTS,2.9,6.0,AMS-7,4WD,Gasoline,small SUV,5,17,22,19,3,No,medium,mod_high,mod_high,medium,low,medium,medium
PORSCHE Macan S,3.0,6.0,AMS-7,4WD,Gasoline,small SUV,5,18,23,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
PORSCHE Macan Turbo,2.9,6.0,AMS-7,4WD,Gasoline,small SUV,5,17,22,19,3,No,medium,mod_high,mod_high,medium,low,medium,medium
PORSCHE Panamera,3.0,6.0,AMS-8,2WD,Gasoline,large car,5,19,27,22,4,No,mod_high,mod_high,mod_high,medium,mod_high,medium,medium
PORSCHE Panamera 4,3.0,6.0,AMS-8,4WD,Gasoline,large car,5,19,26,22,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
PORSCHE Panamera 4 Executive,3.0,6.0,AMS-8,4WD,Gasoline,large car,5,19,26,22,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
PORSCHE Panamera 4 ST,3.0,6.0,AMS-8,4WD,Gasoline,large car,5,19,26,22,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
PORSCHE Panamera 4S,2.9,6.0,AMS-8,4WD,Gasoline,large car,5,18,26,21,4,No,medium,mod_high,mod_high,medium,medium,medium,medium
PORSCHE Panamera 4S Executive,2.9,6.0,AMS-8,4WD,Gasoline,large car,5,18,26,21,4,No,medium,mod_high,mod_high,medium,medium,medium,medium
PORSCHE Panamera 4S ST,2.9,6.0,AMS-8,4WD,Gasoline,large car,5,18,24,20,4,No,medium,mod_high,mod_high,medium,medium,medium,medium
PORSCHE Panamera GTS,4.0,8.0,AMS-8,4WD,Gasoline,large car,3,16,23,19,3,No,high,high,medium,low,medium,medium,medium
PORSCHE Panamera GTS ST,4.0,8.0,AMS-8,4WD,Gasoline,large car,3,15,22,18,3,No,high,high,medium,low,low,low,medium
PORSCHE Panamera Turbo,4.0,8.0,AMS-8,4WD,Gasoline,large car,3,18,25,21,4,No,high,high,medium,medium,medium,medium,medium
PORSCHE Panamera Turbo Exec,4.0,8.0,AMS-8,4WD,Gasoline,large car,3,18,25,21,4,No,high,high,medium,medium,medium,medium,medium
PORSCHE Panamera Turbo ST,4.0,8.0,AMS-8,4WD,Gasoline,large car,3,18,23,20,4,No,high,high,medium,medium,medium,medium,medium
PORSHCE Cayman T,2.0,4.0,AMS-7,2WD,Gasoline,small car,1,21,27,23,5,No,medium,medium,low,mod_high,mod_high,mod_high,mod_high
PORSHCE Cayman T,2.0,4.0,Man-6,2WD,Gasoline,small car,1,20,26,22,4,No,medium,medium,low,mod_high,medium,medium,medium
RAM 1500,3.0,6.0,Auto-8,2WD,Diesel,pickup,1,22,32,26,5,No,mod_high,mod_high,low,mod_high,mod_high,mod_high,mod_high
RAM 1500,3.0,6.0,Auto-8,4WD,Diesel,pickup,1,21,29,24,4,No,mod_high,mod_high,low,mod_high,mod_high,mod_high,medium
RAM 1500,3.6,6.0,Auto-8,2WD,Gasoline,pickup,5,20,25,22,4,No,mod_high,mod_high,mod_high,mod_high,medium,medium,medium
RAM 1500,3.6,6.0,Auto-8,4WD,Gasoline,pickup,5,19,24,21,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
RAM 1500,5.7,8.0,Auto-8,2WD,Gasoline,pickup,3,17,23,19,3,No,high,high,medium,medium,medium,medium,medium
RAM 1500,5.7,8.0,Auto-8,2WD,Gasoline,pickup,5,15,22,17,3,No,high,high,mod_high,low,low,low,medium
RAM 1500,5.7,8.0,Auto-8,2WD,Gasoline,pickup,3,15,22,17,3,No,high,high,medium,low,low,low,medium
RAM 1500,5.7,8.0,Auto-8,4WD,Gasoline,pickup,3,17,22,19,3,No,high,high,medium,medium,low,medium,medium
RAM 1500,5.7,8.0,Auto-8,4WD,Gasoline,pickup,5,15,21,17,3,No,high,high,mod_high,low,low,low,medium
RAM 1500,5.7,8.0,Auto-8,4WD,Gasoline,pickup,3,15,21,17,3,No,high,high,medium,low,low,low,medium
RAM 1500 Classic,3.6,6.0,Auto-8,2WD,Gasoline,pickup,3,17,25,20,4,No,mod_high,mod_high,medium,medium,medium,medium,medium
RAM 1500 Classic,3.6,6.0,Auto-8,4WD,Gasoline,pickup,3,16,23,19,3,No,mod_high,mod_high,medium,low,medium,medium,medium
RAM 1500 Classic,5.7,8.0,Auto-8,2WD,Gasoline,pickup,3,15,22,17,3,No,high,high,medium,low,low,low,medium
RAM 1500 Classic,5.7,8.0,Auto-8,4WD,Gasoline,pickup,3,15,21,17,3,No,high,high,medium,low,low,low,medium
RAM 1500 HFE,3.6,6.0,Auto-8,2WD,Gasoline,pickup,5,20,26,23,5,No,mod_high,mod_high,mod_high,mod_high,medium,mod_high,mod_high
RAM Promaster City,2.4,4.0,Auto-9,2WD,Gasoline,special purpose,6,21,28,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
ROLLS-ROYCE Cullinan,6.7,12.0,SemiAuto-8,4WD,Gasoline,station wagon,3,12,20,14,1,No,high,high,medium,low,low,low,low
ROLLS-ROYCE Cullinan Black Badge,6.7,12.0,SemiAuto-8,4WD,Gasoline,station wagon,3,12,20,14,1,No,high,high,medium,low,low,low,low
ROLLS-ROYCE Dawn,6.6,12.0,SemiAuto-8,2WD,Gasoline,small car,3,12,18,14,1,No,high,high,medium,low,low,low,low
ROLLS-ROYCE Ghost,6.6,12.0,SemiAuto-8,2WD,Gasoline,large car,3,12,18,14,1,No,high,high,medium,low,low,low,low
ROLLS-ROYCE Ghost EWB,6.6,12.0,SemiAuto-8,2WD,Gasoline,large car,3,12,18,14,1,No,high,high,medium,low,low,low,low
ROLLS-ROYCE Phantom,6.7,12.0,SemiAuto-8,2WD,Gasoline,large car,3,12,20,14,1,No,high,high,medium,low,low,low,low
ROLLS-ROYCE Phantom EWB,6.7,12.0,SemiAuto-8,2WD,Gasoline,large car,3,12,20,14,1,No,high,high,medium,low,low,low,low
ROLLS-ROYCE Wraith,6.6,12.0,SemiAuto-8,2WD,Gasoline,midsize car,3,12,18,14,1,No,high,high,medium,low,low,low,low
ROUSH F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3,11,15,13,1,No,high,high,medium,low,low,low,low
ROUSH F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3,11,15,13,1,No,high,high,medium,low,low,low,low
ROUSH Stage 3 Mustang,5.0,8.0,Man-6,2WD,Gasoline,small car,3,13,20,15,2,No,high,high,medium,low,low,low,low
ROUSH Stage 3 Mustang,5.0,8.0,SemiAuto-10,2WD,Gasoline,small car,3,12,18,14,1,No,high,high,medium,low,low,low,low
SUBARU Ascent,2.4,4.0,SCV-8,4WD,Gasoline,standard SUV,3,21,27,23,5,No,medium,medium,medium,mod_high,mod_high,mod_high,mod_high
SUBARU Ascent Limited/Touring,2.4,4.0,SCV-8,4WD,Gasoline,standard SUV,3,20,26,22,4,No,medium,medium,medium,mod_high,medium,medium,medium
SUBARU BRZ,2.0,4.0,Man-6,2WD,Gasoline,small car,1,21,29,24,5,No,medium,medium,low,mod_high,mod_high,mod_high,mod_high
SUBARU BRZ,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,1,24,33,27,6,No,medium,medium,low,mod_high,high,mod_high,mod_high
SUBARU BRZ tS,2.0,4.0,Man-6,2WD,Gasoline,small car,1,20,27,23,5,No,medium,medium,low,mod_high,mod_high,mod_high,mod_high
SUBARU Crosstrek,2.0,4.0,Man-6,4WD,Gasoline,small SUV,7,22,29,25,5,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
SUBARU Crosstrek,2.0,4.0,Man-6,4WD,Gasoline,small SUV,6,22,29,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
SUBARU Crosstrek,2.0,4.0,SCV-8,4WD,Gasoline,small SUV,7,27,33,30,7,Yes,medium,medium,high,high,high,high,high
SUBARU Crosstrek,2.0,4.0,SCV-8,4WD,Gasoline,small SUV,6,27,33,30,7,Yes,medium,medium,mod_high,high,high,high,high
SUBARU Forester,2.5,4.0,SCV-7,4WD,Gasoline,small SUV,7,26,33,29,6,No,medium,medium,high,high,high,high,mod_high
SUBARU Forester,2.5,4.0,SCV-7,4WD,Gasoline,small SUV,6,26,33,29,6,No,medium,medium,mod_high,high,high,high,mod_high
SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,midsize car,7,23,31,26,5,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,station wagon,7,24,31,26,5,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,midsize car,6,23,31,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,station wagon,6,24,31,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,7,28,36,31,7,Yes,medium,medium,high,high,high,high,high
SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,7,28,36,31,7,Yes,medium,medium,high,high,high,high,high
SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,6,28,36,31,7,Yes,medium,medium,mod_high,high,high,high,high
SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,6,28,36,31,7,Yes,medium,medium,mod_high,high,high,high,high
SUBARU Impreza 4-Door Sport,2.0,4.0,Man-5,4WD,Gasoline,midsize car,7,23,31,26,5,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
SUBARU Impreza 4-Door Sport,2.0,4.0,Man-5,4WD,Gasoline,midsize car,6,23,31,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
SUBARU Impreza 4-Door Sport,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,7,27,36,30,7,Yes,medium,medium,high,high,high,high,high
SUBARU Impreza 4-Door Sport,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,6,27,36,30,7,Yes,medium,medium,mod_high,high,high,high,high
SUBARU Impreza 5-Door Sport,2.0,4.0,Man-5,4WD,Gasoline,station wagon,7,22,30,25,5,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
SUBARU Impreza 5-Door Sport,2.0,4.0,Man-5,4WD,Gasoline,station wagon,6,22,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
SUBARU Impreza 5-Door Sport,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,7,27,35,30,7,Yes,medium,medium,high,high,high,high,high
SUBARU Impreza 5-Door Sport,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,6,27,35,30,7,Yes,medium,medium,mod_high,high,high,high,high
SUBARU Legacy,2.4,4.0,SCV-8,4WD,Gasoline,large car,3,24,32,27,6,No,medium,medium,medium,mod_high,mod_high,mod_high,mod_high
SUBARU Legacy,2.5,4.0,SCV-8,4WD,Gasoline,large car,7,27,35,30,7,Yes,medium,medium,high,high,high,high,high
SUBARU Legacy,2.5,4.0,SCV-8,4WD,Gasoline,large car,6,27,35,30,7,Yes,medium,medium,mod_high,high,high,high,high
SUBARU Outback AWD,2.4,4.0,SCV-8,4WD,Gasoline,small SUV,3,23,30,26,5,No,medium,medium,medium,mod_high,mod_high,mod_high,mod_high
SUBARU Outback AWD,2.5,4.0,SCV-8,4WD,Gasoline,small SUV,7,26,33,29,6,No,medium,medium,high,high,high,high,mod_high
SUBARU Outback AWD,2.5,4.0,SCV-8,4WD,Gasoline,small SUV,6,26,33,29,6,No,medium,medium,mod_high,high,high,high,mod_high
SUBARU WRX,2.0,4.0,Man-6,4WD,Gasoline,small car,1,21,27,23,5,No,medium,medium,low,mod_high,mod_high,mod_high,mod_high
SUBARU WRX,2.0,4.0,SCV-8,4WD,Gasoline,small car,1,18,24,21,4,No,medium,medium,low,medium,medium,medium,medium
SUBARU WRX,2.5,4.0,Man-6,4WD,Gasoline,small car,1,16,22,19,3,No,medium,medium,low,low,low,medium,medium
TOYOTA 4Runner,4.0,6.0,SemiAuto-5,2WD,Gasoline,standard SUV,5,16,19,17,3,No,high,mod_high,mod_high,low,low,low,medium
TOYOTA 4Runner,4.0,6.0,SemiAuto-5,4WD,Gasoline,standard SUV,5,16,19,17,3,No,high,mod_high,mod_high,low,low,low,medium
TOYOTA 86,2.0,4.0,Man-6,2WD,Gasoline,small car,1,21,28,24,5,No,medium,medium,low,mod_high,mod_high,mod_high,mod_high
TOYOTA 86,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,1,24,32,27,6,No,medium,medium,low,mod_high,mod_high,mod_high,mod_high
TOYOTA Avalon,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22,31,25,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Avalon Hybrid,2.5,4.0,SCV-6,2WD,Gasoline,midsize car,7,43,43,43,9,Yes,medium,medium,high,high,high,high,high
TOYOTA Avalon Hybrid XLE,2.5,4.0,SCV-6,2WD,Gasoline,midsize car,7,43,44,44,9,Yes,medium,medium,high,high,high,high,high
TOYOTA Avalon XLE,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22,32,26,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA C-HR,2.0,4.0,SCV-7,2WD,Gasoline,small car,3,27,31,29,6,No,medium,medium,medium,high,mod_high,high,mod_high
TOYOTA Camry,2.5,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,29,41,34,8,Yes,medium,medium,high,high,high,high,high
TOYOTA Camry,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22,33,26,5,No,mod_high,mod_high,mod_high,mod_high,high,mod_high,mod_high
TOYOTA Camry Hybrid LE,2.5,4.0,SCV-6,2WD,Gasoline,midsize car,7,51,53,52,10,Elite,medium,medium,high,high,high,high,high
